,T_ALLT6_Pa_ref  ,T_ALLT6_Pb_ref  ,T_ALLT6_Pc_ref  ,T_ALLT6_Qa_ref  ,T_ALLT6_Qb_ref  ,T_ALLT6_Qc_ref  
4051,-159.7565,-412.51434,-165.60149,-128.47401,-153.04396,-164.89743
4052,-154.9091,-454.58771,-163.50479,-124.57579,-168.65329,-162.80965
4053,-154.9091,-454.58771,-163.50479,-124.57579,-168.65329,-162.80965
4054,-154.9091,-454.58771,-163.50479,-124.57579,-168.65329,-162.80965
4055,-154.9091,-454.58771,-163.50479,-124.57579,-168.65329,-162.80965
4056,-131.67273,-386.39954,-138.97908,-105.88943,-143.3553,-138.3882
4057,-131.67273,-386.39954,-138.97908,-105.88943,-143.3553,-138.3882
4058,-131.67273,-386.39954,-138.97908,-105.88943,-143.3553,-138.3882
4059,-131.67273,-386.39954,-138.97908,-105.88943,-143.3553,-138.3882
4060,-111.92182,-328.43961,-118.13222,-90.00601,-121.85201,-117.62997
4061,-111.92182,-328.43961,-118.13222,-90.00601,-121.85201,-117.62997
4062,-111.92182,-328.43961,-118.13222,-90.00601,-121.85201,-117.62997
4063,-111.92182,-328.43961,-118.13222,-90.00601,-121.85201,-117.62997
4064,-95.13355,-279.17368,-100.41238,-76.50511,-103.5742,-99.98547
4065,-95.13355,-279.17368,-100.41238,-76.50511,-103.5742,-99.98547
4066,-95.13355,-279.17368,-100.41238,-76.50511,-103.5742,-99.98547
4067,-95.13355,-279.17368,-100.41238,-76.50511,-103.5742,-99.98547
4068,-80.86352,-237.29762,-85.35052,-65.02934,-88.03807,-84.98766
4069,-80.86352,-237.29762,-85.35052,-65.02934,-88.03807,-84.98766
4070,-80.86352,-237.29762,-85.35052,-65.02934,-88.03807,-84.98766
4071,-80.86352,-237.29762,-85.35052,-65.02934,-88.03807,-84.98766
4072,-68.73399,-201.70299,-72.54794,-55.27494,-74.83236,-72.23951
4073,-68.73399,-201.70299,-72.54794,-55.27494,-74.83236,-72.23951
4074,-68.73399,-201.70299,-72.54794,-55.27494,-74.83236,-72.23951
4075,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4076,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4077,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4078,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4079,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4080,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4081,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4082,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4083,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4084,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4085,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4086,-58.42389,-171.44754,-61.66575,-46.9837,-63.60751,-61.40358
4087,-52.5815,-154.30278,-55.49918,-42.28533,-57.24676,-55.26322
4088,-52.5815,-154.30278,-55.49918,-42.28533,-57.24676,-55.26322
